PCAT;PCAT_CL;PCAT_EE;PCAST;PCAST_CL;PCAST_EE;PANG;PANG_CO;PANG_CE;PANG_EE;PCAT_CO;PCAST_CO;GENERE;MES_NAIXEMENT;ANY_NAIXEMENT;AREA_TERRITORIAL;NATURALESA;HÀBITAT
93,79;90,91;100;85,68;86,36;83,33;80;78,57;75;100;88,89;88,89;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,57;86,36;94,44;89,24;81,82;100;91,25;92,86;87,5;100;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
97,73;95,45;100;96,06;95,45;100;100;100;100;100;100;88,89;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,05;84,09;66,67;65,76;68,18;66,67;65;42,86;75;83,33;77,78;55,56;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,41;81,82;83,33;89,9;90,91;88,89;90,83;85,71;91,67;100;88,89;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,02;86,36;83,33;85,63;81,82;94,44;75,42;71,43;70,83;100;77,78;77,78;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
95,45;90,91;100;93,79;90,91;100;97,5;92,86;100;100;100;88,89;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,46;81,82;77,78;78,91;77,27;72,22;79,17;78,57;83,33;66,67;88,89;100;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,84;90,91;94,44;88,96;81,82;94,44;90,42;92,86;95,83;66,67;88,89;100;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,05;84,09;100;91,24;86,36;94,44;77,08;64,29;79,17;100;66,67;100;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,48;88,64;50;62,7;68,18;38,89;91,25;100;87,5;83,33;77,78;100;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,52;86,36;100;95,45;90,91;100;97,5;92,86;100;100;88,89;100;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,57;90,91;88,89;88,64;77,27;100;77,92;78,57;70,83;100;100;100;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
93,84;95,45;88,89;79,8;81,82;77,78;70,42;64,29;70,83;83,33;100;77,78;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,47;77,27;83,33;80,81;72,73;88,89;85;92,86;75;100;77,78;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,53;72,73;83,33;78,81;68,18;94,44;62,08;71,43;54,17;66,67;66,67;77,78;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,59;72,73;77,78;67,53;77,27;44,44;80,42;92,86;70,83;83,33;100;88,89;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,34;95,45;72,22;75,63;81,82;61,11;90;85,71;100;66,67;88,89;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,4;86,36;77,78;84,02;86,36;83,33;87,92;100;95,83;33,33;100;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,62;95,45;77,78;83,96;81,82;94,44;95;92,86;100;83,33;77,78;66,67;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
56,89;70,45;33,33;45,73;40,91;38,89;51,67;64,29;58,33;0;66,67;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;;;;90,42;85,71;95,83;83,33;100;;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,84;95,45;88,89;77,3;81,82;61,11;92,92;85,71;95,83;100;66,67;100;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,68;90,91;77,78;74,19;77,27;77,78;86,25;92,86;87,5;66,67;100;55,56;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,74;86,36;77,78;62,32;59,09;55,56;70,83;85,71;66,67;50;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
63,81;68,18;61,11;55,15;63,64;33,33;38,33;28,57;41,67;50;55,56;77,78;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,62;90,91;83,33;92,17;95,45;88,89;100;100;100;100;100;88,89;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,39;75;77,78;77,9;86,36;61,11;81,67;85,71;83,33;66,67;77,78;88,89;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,29;90,91;83,33;84,39;95,45;66,67;69,58;78,57;79,17;16,67;77,78;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,02;86,36;83,33;71,64;72,73;72,22;66,67;71,43;58,33;83,33;77,78;66,67;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,3;77,27;66,67;66,14;77,27;50;54,58;71,43;54,17;16,67;88,89;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,59;97,73;61,11;;;;83,75;85,71;87,5;66,67;88,89;;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,25;72,73;77,78;65,81;72,73;55,56;65,42;78,57;70,83;16,67;77,78;66,67;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,88;79,55;88,89;82,07;86,36;77,78;95,83;100;91,67;100;100;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
63,86;72,73;50;79,85;86,36;66,67;65;78,57;50;83,33;66,67;88,89;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
100;100;100;93,84;95,45;88,89;97,5;92,86;100;100;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;81,84;90,91;61,11;92,92;85,71;95,83;100;100;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
58,66;54,55;61,11;48,38;54,55;55,56;26,67;28,57;33,33;0;66,67;11,11;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,96;86,36;55,56;69,8;81,82;44,44;83,33;85,71;91,67;50;88,89;88,89;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,82;84,09;55,56;77,9;86,36;61,11;79,58;85,71;79,17;66,67;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,46;86,36;72,22;74,24;81,82;66,67;88,75;92,86;87,5;83,33;100;66,67;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,98;63,64;83,33;73,03;72,73;66,67;70,83;71,43;66,67;83,33;100;88,89;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,9;90,91;88,89;73,91;77,27;72,22;90,83;92,86;91,67;83,33;88,89;66,67;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,18;86,36;100;91,57;90,91;88,89;100;100;100;100;100;100;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,84;90,91;94,44;74,97;72,73;72,22;95,42;92,86;95,83;100;88,89;88,89;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,74;86,36;77,78;78,13;81,82;77,78;95,83;100;91,67;100;88,89;66,67;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
64,34;65,91;61,11;72,02;81,82;55,56;84,58;92,86;79,17;83,33;66,67;77,78;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;85,08;81,82;83,33;82,92;85,71;95,83;33,33;100;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;93,51;90,91;94,44;97,92;100;95,83;100;100;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,29;90,91;83,33;80,18;90,91;61,11;100;100;100;100;77,78;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;80,45;90,91;66,67;87,92;85,71;95,83;66,67;100;77,78;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,93;88,64;72,22;82,4;90,91;72,22;82,08;85,71;79,17;83,33;88,89;77,78;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,5;100;83,33;80,81;72,73;88,89;92,5;85,71;100;83,33;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
69,49;79,55;61,11;61,31;68,18;44,44;72,92;71,43;70,83;83,33;55,56;77,78;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
71,44;79,55;66,67;46,06;45,45;33,33;48,75;64,29;37,5;50;55,56;77,78;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,68;90,91;77,78;64,87;63,64;61,11;83,33;78,57;91,67;66,67;100;77,78;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,29;86,36;88,89;75,35;81,82;55,56;88,33;85,71;91,67;83,33;100;100;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,22;100;77,78;70,4;86,36;44,44;81,67;78,57;83,33;83,33;100;77,78;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,11;79,55;66,67;67,75;72,73;61,11;53,75;35,71;62,5;66,67;66,67;66,67;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,46;81,82;77,78;67,42;68,18;66,67;75,83;85,71;66,67;83,33;88,89;66,67;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,07;90,91;72,22;88,23;90,91;88,89;89,17;100;83,33;83,33;88,89;77,78;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,4;86,36;44,44;52,5;50;50;47,08;35,71;54,17;50;77,78;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,17;95,45;88,89;91,89;95,45;83,33;97,5;100;100;83,33;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,78;100;88,89;87,3;81,82;94,44;92,5;78,57;100;100;77,78;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
53,64;52,27;50;59,87;63,64;61,11;71,25;71,43;62,5;100;66,67;44,44;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,63;86,36;88,89;75,58;77,27;72,22;91,25;92,86;87,5;100;88,89;77,78;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,72;50;61,11;60,98;63,64;50;34,58;50;29,17;16,67;55,56;77,78;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
61,01;65,91;61,11;61,59;68,18;50;43,75;28,57;37,5;100;44,44;66,67;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,96;81,82;61,11;64,65;68,18;44,44;52,5;42,86;50;83,33;77,78;100;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
82,17;95,45;55,56;74,57;86,36;61,11;92,92;92,86;95,83;83,33;100;66,67;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
45,03;52,27;44,44;35,25;22,73;44,44;35;50;25;33,33;22,22;55,56;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
52,35;61,36;33,33;57,83;54,55;44,44;48,33;50;41,67;66,67;66,67;100;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
59,55;59,09;66,67;68,03;72,73;66,67;62,92;71,43;45,83;100;44,44;55,56;D;1;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
70,76;68,18;66,67;71,64;72,73;72,22;95,42;92,86;95,83;100;88,89;66,67;H;8;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
57,65;63,64;50;;;;61,67;64,29;58,33;66,67;55,56;;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;79,47;77,27;83,33;82,92;64,29;95,83;83,33;;77,78;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
33,86;22,73;50;38,74;36,36;44,44;22,92;35,71;20,83;0;33,33;33,33;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,85;81,82;38,89;55,38;59,09;50;50;35,71;50;83,33;88,89;55,56;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,14;72,73;55,56;73,91;77,27;72,22;33,75;21,43;37,5;50;88,89;66,67;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
66,46;81,82;44,44;69,47;77,27;50;56,25;42,86;62,5;66,67;66,67;88,89;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,9;86,36;61,11;65,48;68,18;61,11;90,42;85,71;95,83;83,33;88,89;66,67;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
46,06;45,45;33,33;72,1;63,64;72,22;62,08;71,43;54,17;66,67;77,78;100;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,34;90,91;77,78;93,51;90,91;94,44;93,33;100;91,67;83,33;77,78;100;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
82,12;90,91;66,67;72,3;81,82;61,11;95;85,71;100;100;88,89;66,67;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
61,87;68,18;55,56;61,19;56,82;55,56;51,67;35,71;58,33;66,67;55,56;88,89;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,57;90,91;88,89;76,92;72,73;77,78;90,83;85,71;91,67;100;100;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,06;95,45;100;77,8;77,27;83,33;95,42;92,86;95,83;100;88,89;66,67;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,17;75;66,67;51,57;40,91;55,56;57,08;42,86;54,17;100;88,89;77,78;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,84;90,91;94,44;85,08;81,82;83,33;89,17;100;83,33;83,33;88,89;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,19;81,82;72,22;75,63;81,82;61,11;67,08;64,29;79,17;33,33;100;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,79;86,36;72,22;81,46;81,82;77,78;83,75;85,71;87,5;66,67;88,89;88,89;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,15;88,64;83,33;84,34;90,91;77,78;86,25;85,71;87,5;83,33;77,78;77,78;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,21;63,64;61,11;76,92;72,73;77,78;81,67;85,71;83,33;66,67;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;76,92;72,73;77,78;86,67;92,86;83,33;83,33;100;88,89;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;71,36;72,73;66,67;;;;;;77,78;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,54;88,64;77,78;85,08;81,82;83,33;89,17;100;83,33;83,33;100;100;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,13;86,36;72,22;63,59;72,73;44,44;61,25;50;62,5;83,33;77,78;77,78;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,61;75;88,89;67,75;72,73;61,11;65;71,43;75;16,67;100;66,67;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,02;81,82;88,89;62,07;61,36;61,11;86,25;78,57;87,5;100;66,67;66,67;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,49;84,09;55,56;74,02;86,36;50;59,17;57,14;58,33;66,67;100;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,59;68,18;83,33;71,16;79,55;61,11;74,17;71,43;83,33;50;88,89;66,67;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,9;90,91;88,89;79,8;81,82;77,78;97,5;92,86;100;100;88,89;77,78;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,86;77,27;77,78;81,46;81,82;77,78;84,58;85,71;79,17;100;100;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
35,3;27,27;33,33;32,25;27,27;38,89;40,42;50;45,83;0;66,67;33,33;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,7;72,73;66,67;80,86;77,27;77,78;95,42;92,86;95,83;100;100;100;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;79,52;81,82;72,22;93,33;92,86;91,67;100;100;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,02;81,82;88,89;76,87;68,18;88,89;85,83;71,43;91,67;100;100;77,78;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,24;86,36;94,44;93,51;90,91;94,44;100;100;100;100;100;100;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,23;95,45;83,33;78,86;72,73;83,33;92,92;100;95,83;66,67;88,89;88,89;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,13;81,82;77,78;79,24;81,82;66,67;92,92;85,71;95,83;100;100;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,01;95,45;72,22;73,01;95,45;38,89;84,17;78,57;83,33;100;100;77,78;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
78,91;77,27;72,22;69,09;68,18;66,67;93,33;92,86;91,67;100;100;77,78;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
78,59;72,73;77,78;76,87;68,18;88,89;74,17;85,71;58,33;100;100;77,78;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
51,11;50;55,56;61,26;63,64;55,56;26,67;14,29;33,33;33,33;44,44;66,67;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;90,23;95,45;83,33;95;85,71;100;100;100;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;87,95;90,91;83,33;97,5;92,86;100;100;100;88,89;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
46,26;63,64;22,22;41,84;40,91;27,78;80,42;85,71;70,83;100;44,44;77,78;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,34;95,45;72,22;75,63;81,82;61,11;90,83;85,71;91,67;100;88,89;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,79;90,91;100;79,52;81,82;72,22;91,25;92,86;87,5;100;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;61,99;54,55;61,11;;;;;;88,89;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,23;90,91;88,89;74,97;72,73;72,22;38,75;28,57;37,5;66,67;77,78;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;;;;;;;;;;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
66,49;59,09;72,22;56,09;72,73;27,78;56,67;92,86;33,33;50;77,78;66,67;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,35;81,82;88,89;65,15;63,64;66,67;58,33;71,43;41,67;83,33;55,56;66,67;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
48,56;45,45;50;70,76;68,18;66,67;75,42;85,71;70,83;66,67;55,56;88,89;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
62,32;59,09;55,56;63,31;72,73;38,89;48,33;57,14;41,67;50;88,89;88,89;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
71,36;72,73;66,67;59,6;63,64;55,56;59,58;64,29;54,17;66,67;77,78;55,56;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,9;90,91;88,89;91,57;90,91;88,89;97,5;92,86;100;100;88,89;100;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
47,68;40,91;44,44;62,93;63,64;55,56;44,17;50;33,33;66,67;77,78;77,78;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
63,03;47,73;83,33;45,08;31,82;50;68,33;71,43;66,67;66,67;66,67;77,78;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,08;81,82;83,33;81,52;86,36;66,67;81,67;85,71;83,33;66,67;100;100;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,31;72,73;72,22;77,3;81,82;61,11;57,5;71,43;50;50;77,78;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
59,87;63,64;61,11;65,2;68,18;55,56;38,75;42,86;37,5;33,33;44,44;77,78;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;80,4;86,36;77,78;73,75;57,14;87,5;66,67;100;66,67;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,28;70,45;94,44;74,37;68,18;72,22;95,83;100;91,67;100;100;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,62;90,91;83,33;75,58;77,27;72,22;100;100;100;100;100;77,78;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,02;81,82;88,89;83,41;81,82;83,33;83,75;78,57;87,5;83,33;100;88,89;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,08;77,27;55,56;82,8;77,27;83,33;58,75;35,71;62,5;100;66,67;100;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,21;84,09;83,33;88,96;81,82;94,44;75,42;78,57;70,83;83,33;100;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,07;90,91;72,22;74,24;81,82;66,67;74,58;71,43;79,17;66,67;88,89;66,67;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
84,6;88,64;72,22;85,96;86,36;88,89;61,25;64,29;62,5;50;100;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,84;90,91;61,11;70,15;63,64;66,67;75;71,43;75;83,33;100;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,36;77,27;61,11;64,87;63,64;61,11;50,42;50;45,83;66,67;88,89;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,41;81,82;83,33;79,19;77,27;77,78;79,58;85,71;79,17;66,67;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,24;81,82;100;71,04;68,18;72,22;95;85,71;100;100;88,89;77,78;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,02;81,82;88,89;71,97;77,27;66,67;72,5;64,29;75;83,33;100;66,67;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,96;86,36;88,89;66,52;86,36;33,33;90;71,43;100;100;77,78;77,78;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
58,33;50;66,67;61,21;59,09;66,67;50,83;50;41,67;83,33;66,67;55,56;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,4;86,36;77,78;66,92;72,73;44,44;82,08;100;79,17;50;100;100;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,12;95,45;94,44;85,68;86,36;83,33;60,42;85,71;45,83;50;88,89;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
57,42;68,18;33,33;63,64;77,27;33,33;93,75;100;87,5;100;77,78;88,89;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,8;81,82;77,78;77,05;84,09;66,67;64,58;50;79,17;50;77,78;77,78;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,18;86,36;100;89,62;90,91;83,33;100;100;100;100;100;100;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,69;77,27;94,44;87,95;90,91;83,33;100;100;100;100;100;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,61;79,55;83,33;84,07;90,91;72,22;89,17;92,86;83,33;100;77,78;88,89;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,14;97,73;72,22;87,95;90,91;83,33;100;100;100;100;100;88,89;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,69;81,82;55,56;67,2;72,73;50;58,33;50;66,67;50;88,89;88,89;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,71;88,64;61,11;86,89;95,45;83,33;89,17;92,86;83,33;100;100;66,67;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,98;93,18;61,11;88,23;90,91;88,89;97,5;92,86;100;100;100;77,78;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,57;86,36;61,11;78,86;72,73;83,33;82,5;85,71;75;100;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
63,86;72,73;50;64,39;70,45;50;72,5;71,43;75;66,67;66,67;77,78;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
49,55;59,09;33,33;47,75;47,73;44,44;89,17;92,86;83,33;100;55,56;55,56;D;1;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,25;97,73;61,11;89,95;95,45;77,78;85,83;78,57;91,67;83,33;100;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
50;50;33,33;61,92;72,73;44,44;36,25;28,57;37,5;50;88,89;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
38,79;40,91;33,33;44,39;45,45;33,33;50;50;50;50;44,44;66,67;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,9;86,36;61,11;83,08;77,27;88,89;93,33;100;91,67;83,33;88,89;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,98;88,64;100;76,54;63,64;94,44;88,33;78,57;91,67;100;77,78;77,78;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,02;81,82;55,56;60,93;59,09;61,11;75;78,57;75;66,67;77,78;66,67;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
42,68;40,91;44,44;44,62;40,91;50;42,5;21,43;50;66,67;44,44;44,44;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,28;95,45;77,78;77,2;72,73;83,33;91,25;92,86;87,5;100;88,89;77,78;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,31;93,18;61,11;92,17;95,45;88,89;95;92,86;100;83,33;88,89;88,89;D;8;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
53,06;50;61,11;73,96;81,82;61,11;62,92;57,14;70,83;50;44,44;77,78;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;;;;;;;;;;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
65,73;65,91;55,56;62,6;59,09;61,11;64,58;28,57;79,17;100;88,89;77,78;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
55,35;81,82;22,22;49,49;54,55;44,44;56,67;50;58,33;66,67;44,44;44,44;H;8;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,43;63,64;72,22;73,91;77,27;72,22;77,08;71,43;79,17;83,33;88,89;66,67;D;12;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,58;81,82;66,67;79,47;77,27;83,33;77,92;78,57;70,83;100;88,89;77,78;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,69;77,27;94,44;63,91;77,27;38,89;81,67;78,57;83,33;83,33;66,67;77,78;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,45;90,91;66,67;82,8;77,27;83,33;54,17;50;58,33;50;77,78;100;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
